run,cell,model_tag,family,size_label,quantization,temperature,seed,recognizer,item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00532,unspecified,False,00532.wav,Were the Masons political or non-political in the American Revolution?,where the nation's political or non political in american revolution,Where was the American Revolution?,non-political,False,False,False,0.8889,0.8889,opener_ends_with_full_stop,opener_ends_with_full_stop,5,1,34,5.0,5,7,2.0,15.64,12.32,0.2727,0.1159,11.0,3.0,2.0,1.0,0.0,False,0.8,mild,0.3825,1.0,0.3769,-0.0056,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['American Revolution'], 'atom_count': 1}",,,False,constraint violation: opener_ends_with_full_stop,7955.0,8119.0,97.0,85.0,26.0,932.0,847.0,8051.0,980.0,2050.0,134.0,134.0,1.0,7.0,326.0,71.9,1.0,2515.0,1950.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00533,unspecified,False,00533.wav,What department did Dell launch an external investigation on?,what department a launch an external investigation on,You need to initiate an external investigation into a specific department.,accounting,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,74,11.0,11,15,4.4,11.09,14.45,0.2222,0.1333,9.0,2.0,1.0,1.0,0.0,False,0.8,mild,0.7641,0.6,0.6303,-0.1338,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7699.0,7797.0,152.0,145.0,26.0,930.0,785.0,7756.0,789.0,1978.0,255.0,255.0,1.0,13.0,323.0,85.3,1.0,2067.0,3982.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00546,unspecified,False,00546.wav,"In the Bermuda land mass, how many bays are named ""Horseshoe Bay""?",in the middle a mass how many base or named horseshoe bay,There are 10 bases and 2 named horseshoe bays in the middle of the map.,two,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,1,71,15.0,15,20,6.0,101.37,2.85,0.3333,0.2097,12.0,4.0,4.0,0.0,0.0,False,0.5714,mild,0.6798,0.5714,0.4316,-0.2482,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': ['10', '2'], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,5894.0,6524.0,283.0,273.0,26.0,1057.0,784.0,5971.0,-508.0,732.0,181.0,181.0,1.0,23.0,329.0,81.1,1.0,166.0,3599.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00554,unspecified,False,00554.wav,What groups of Bermudians is there an ethnic distinction between?,or groups of or medians is there an ethnic distinction between,"There isn't an ethnic distinction between groups, medians, or any other terms you mentioned.",black and white Bermudians,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,14,1,92,14.0,14,19,5.6,65.73,7.57,0.3,0.125,10.0,3.0,2.0,0.0,1.0,False,0.8,mild,1.0,0.5556,0.7786,-0.2214,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5958.0,6473.0,219.0,211.0,27.0,940.0,729.0,6047.0,900.0,2093.0,249.0,249.0,1.0,20.0,327.0,91.3,1.0,1638.0,5038.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00571,unspecified,False,00571.wav,"In the United States, how many important steps are usually present in the administration of capital punishment?",in the united states how many important steps are usually present in administration of capital punishment,There is typically one crucial step in the United States' administration of capital punishment.,four,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,14,1,95,14.0,14,19,5.6,29.47,12.63,0.0588,0.0367,17.0,1.0,0.0,1.0,0.0,False,1.0,mild,0.6536,0.6667,0.6536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['United States'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,9278.0,9422.0,189.0,181.0,26.0,904.0,723.0,9370.0,1073.0,2243.0,262.0,262.0,1.0,17.0,331.0,89.9,1.0,2430.0,4690.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00573,unspecified,False,00573.wav,"In what year did people stop using the term ""Sumursaetum"" for this county?",in white year did people thought leaving the term summer thief term for the county,"1920s did people think leaving the term ""summer thief"" term for the county.",1015,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,14,1,75,14.0,14,19,5.6,89.9,4.2,0.5385,0.338,13.0,7.0,5.0,0.0,2.0,False,0.5714,severe,0.6819,0.875,0.3975,-0.2844,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8814.0,9188.0,227.0,220.0,28.0,975.0,755.0,8859.0,912.0,2119.0,228.0,228.0,1.0,21.0,330.0,92.2,1.0,1806.0,6118.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00582,unspecified,False,00582.wav,"How was Charles Brooks, Jr. executed?",was charles brooks junior executed,"Yes, Charles Brooks Jr. was executed on July 17, 1965.",lethal injection,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,54,10.0,10,13,4.0,95.17,2.47,0.3333,0.2353,6.0,2.0,1.0,1.0,0.0,False,0.75,mild,0.7202,0.4286,1.0,0.2798,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['1965'], 'quantities': ['17'], 'name_spans': ['Charles Brooks Jr'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,6747.0,6864.0,225.0,81.0,25.0,836.0,755.0,6813.0,834.0,1793.0,119.0,291.0,2.0,21.0,322.0,93.2,1.0,2363.0,5584.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00594,unspecified,False,00594.wav,Who suggested the hiatus for Beyoncé?,who suggested the hiatus for beyond say,Beyond Say suggested the hiatus.,her mother,False,True,True,1.0,1.0,,,5,1,32,5.0,5,7,2.0,66.4,5.24,0.3333,0.1389,6.0,2.0,1.0,0.0,1.0,False,0.6667,mild,1.0,1.0,0.6753,-0.3247,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Beyond Say'], 'atom_count': 1}",,,True,,6910.0,6997.0,102.0,93.0,26.0,890.0,797.0,6969.0,1107.0,2141.0,139.0,139.0,1.0,7.0,322.0,68.0,1.0,2494.0,2275.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00612,unspecified,False,00612.wav,What type of school has surpassed comprehensive schools in Ireland?,what is the main reason consulting pharmacists are increasingly working directly with patients,Consulting pharmacists are increasingly working directly with patients due to an increased demand for personalized care and patient education.,community school,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,19,1,142,19.0,19,25,7.6,13.9,16.04,1.2,1.0152,10.0,12.0,9.0,0.0,3.0,False,0.0,severe,0.7462,0.5385,0.0,-0.7462,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,9766.0,9883.0,240.0,224.0,27.0,1014.0,790.0,9816.0,962.0,2309.0,329.0,377.0,2.0,23.0,329.0,95.6,1.0,2310.0,8080.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00616,unspecified,False,00616.wav,What does not imply a religious affiliation?,what does not imply a religious affiliation,none,The assignment of countries or areas to specific groupings,True,False,False,0.7778,0.7778,opener_ends_with_full_stop;response_is_complete,opener_ends_with_full_stop;response_is_complete,1,1,4,1.0,1,1,0.4,121.22,-3.4,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_ends_with_full_stop, response_is_complete",6492.0,6616.0,19.0,27.0,24.0,770.0,743.0,6549.0,951.0,1813.0,87.0,87.0,1.0,2.0,322.0,103.5,1.0,1916.0,650.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00626,unspecified,False,00626.wav,What kinds of telecommunications were cut?,what kind of telecommunications cut,Telecommunications cuts refer to interruptions in service delivery.,mobile and terrestrial,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,67,8.0,8,11,3.2,-33.93,19.98,0.3333,0.1463,6.0,2.0,1.0,1.0,0.0,False,1.0,mild,0.3389,0.1667,0.3389,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5261.0,5387.0,121.0,111.0,20.0,898.0,787.0,5319.0,948.0,2027.0,178.0,178.0,1.0,11.0,320.0,90.9,1.0,2189.0,3529.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00628,unspecified,False,00628.wav,How many years was Ye Zhiping involved in the school overhaul?,how many years was he jus paying involved in the school overhaul,He was involved in the school overhaul for 5 years.,three-year period,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,51,10.0,10,13,4.0,95.17,2.47,0.2727,0.1148,11.0,3.0,2.0,0.0,1.0,False,0.6667,mild,0.5975,1.0,0.5975,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': ['5 years'], 'name_spans': [], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,9000.0,9125.0,153.0,145.0,26.0,892.0,747.0,9058.0,1166.0,2220.0,159.0,159.0,1.0,13.0,327.0,84.7,1.0,2536.0,2867.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00639,unspecified,False,00639.wav,How many octaves does Beyoncé's voice span?,how many octaves does beyond say his voice span,Beyond's vocal range spans three octaves.,four,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,6,1,41,6.0,6,8,2.4,73.85,4.45,0.4286,0.1951,7.0,3.0,1.0,0.0,2.0,False,0.75,severe,0.6143,0.5,0.5027,-0.1116,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7606.0,7740.0,116.0,108.0,24.0,877.0,769.0,7673.0,825.0,1853.0,147.0,147.0,1.0,10.0,325.0,85.7,1.0,2710.0,2774.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00640,unspecified,False,00640.wav,How much did Dell spend to construct a new plant in India?,how much did del spend to construct a new plant in india,Del spent approximately $50 million to construct a new plant in India.,$60 million,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,70,12.0,12,16,4.8,60.71,7.77,0.0833,0.0175,12.0,1.0,1.0,0.0,0.0,False,0.8333,mild,0.8149,0.5556,0.6595,-0.1554,0.1538,0.0,0.0,2.0,0.5,0.1758,"{'years': [], 'quantities': ['50'], 'name_spans': [], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,6933.0,7066.0,171.0,163.0,26.0,931.0,768.0,6999.0,949.0,2105.0,220.0,220.0,1.0,16.0,327.0,93.3,1.0,2165.0,4458.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00643,unspecified,False,00643.wav,Who wrote Seven Lamps of Architecture?,the rhine forms and england delta into which lake,The Rhine flows into the North Sea near the England Delta.,John Ruskin,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,58,11.0,11,15,4.4,88.0,3.72,1.5,0.973,6.0,9.0,6.0,0.0,3.0,False,0.0,severe,0.5877,0.4286,0.0,-0.5877,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['England Delta', 'North Sea'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,7630.0,7943.0,162.0,154.0,27.0,975.0,821.0,7692.0,993.0,2150.0,177.0,177.0,1.0,14.0,326.0,86.3,1.0,1902.0,2925.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00653,unspecified,False,00653.wav,Why did this author embrace young adult literature as a grownup?,why did this author embrace young adult literature as a grown up,Because they found it appealing and suitable for their interests.,to re-experience the emotional psychology she experienced as a child,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,65,10.0,10,13,4.0,52.87,8.37,0.1818,0.0159,11.0,2.0,1.0,0.0,1.0,False,0.8333,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8305.0,8433.0,152.0,142.0,27.0,942.0,800.0,8374.0,-933.0,160.0,148.0,148.0,1.0,12.0,327.0,78.6,1.0,945.0,2890.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00656,unspecified,False,00656.wav,Who asked her to change her mind about the soft drink deal due to the nature of the product?,who asked her to change her mind about the soft drink deal due to the nature of the product,It was you who suggested changing your mind about the soft drink deal because of the product's nature.,The Center for Science in the Public Interest (CSPINET),False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,18,1,102,18.0,18,24,7.2,75.77,7.16,0.0,0.0,19.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.6075,0.6667,0.6075,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,10602.0,10779.0,218.0,212.0,28.0,947.0,735.0,10695.0,818.0,2042.0,272.0,272.0,1.0,21.0,334.0,96.0,1.0,3306.0,5688.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00657,unspecified,False,00657.wav,Who rents the land on which Irish comprehensive schools are found?,what is the main difference between online pharmacies and community pharmacies,"Online pharmacies and community pharmacies differ primarily in their accessibility, convenience, and often the availability of medications. Online pharmacies offer 24/7 access to medication through websites or mobile apps, while community pharmacies typically have physical locations where patients can visit during business hours. Online pharmacies also tend to be more affordable due to reduced overhead costs, whereas community pharmacies may charge higher prices for certain items.",The state,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,67,3,485,22.333333333333332,17,89,26.8,6.13,17.95,0.9091,0.9077,11.0,10.0,10.0,0.0,0.0,False,0.0,severe,0.5015,0.25,0.0,-0.5015,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': ['24', '7'], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,8466.0,9518.0,752.0,215.0,29.0,978.0,763.0,8552.0,1018.0,2371.0,370.0,1089.0,5.0,78.0,326.0,103.6,1.0,2066.0,29326.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00669,unspecified,False,00669.wav,In what year did Vasco da Gama sail around India and Africa?,in what year did a vasco da gama sail around india and africa,A Vasco da Gama sailed around India and Africa in 1498.,1498,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,55,11.0,11,15,4.4,72.62,5.86,0.0833,0.0339,12.0,1.0,0.0,0.0,1.0,False,1.0,mild,0.9054,0.875,0.9054,0.0,0.1818,1.0,0.0,1.0,1.0,0.2133,"{'years': ['1498'], 'quantities': [], 'name_spans': [], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,8605.0,8754.0,210.0,217.0,27.0,950.0,733.0,8683.0,866.0,2073.0,253.0,253.0,1.0,19.0,330.0,90.5,1.0,2557.0,5050.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00670,unspecified,False,00670.wav,What school did Dell go to and later drop out of while he ran his business?,what school did del go to and later drop out of while he ran his business,"Del was involved with running a business, which is why he dropped out of school.",University of Texas at Austin,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,1,80,15.0,15,20,6.0,84.45,5.21,0.0625,0.0135,16.0,1.0,1.0,0.0,0.0,False,0.9,mild,0.3731,0.5714,0.283,-0.0901,0.1053,0.0,0.0,5.0,0.2,0.1151,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8094.0,8260.0,196.0,189.0,26.0,928.0,739.0,8171.0,990.0,2129.0,207.0,207.0,1.0,18.0,331.0,91.5,1.0,2366.0,4063.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00673,unspecified,False,00673.wav,What PS3 exclusives launched in 2006 that the the Xbox 360 did not have access to?,what p s three exclusives launched in two thousand and six that the x box three sixty did not have access to,"PlayStation 3, Xbox 360, and Kinect were exclusive launches in 2006. The X Box 360 did not include Kinect at launch.","Devil May Cry, Ace Combat, Virtua Fighter, Grand Theft Auto IV, Final Fantasy XIII, Tekken 6, Metal Gear Solid : Rising, and L.A. Noire",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,21,2,116,10.5,11,28,8.4,99.49,1.99,0.2857,0.4512,21.0,6.0,3.0,1.0,2.0,False,0.4286,mild,0.2128,0.25,0.5566,0.3438,0.0465,0.0,0.0,23.0,0.0435,0.0459,"{'years': ['2006'], 'quantities': ['3', '360'], 'name_spans': [], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,9441.0,9986.0,403.0,250.0,28.0,1029.0,779.0,9541.0,964.0,2302.0,305.0,461.0,2.0,38.0,338.0,94.1,1.0,1985.0,10019.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00686,unspecified,False,00686.wav,What did the American studies program hope to instruct?,what did the american studies program hope to instruct,It was intended to teach American culture and history.,fundamentals of American civilization,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,54,9.0,9,12,3.6,47.3,8.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.1796,0.2,0.1796,0.0,0.1538,0.0,0.0,4.0,0.25,0.1653,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6982.0,7158.0,136.0,127.0,24.0,875.0,748.0,7036.0,-3325.0,-2236.0,209.0,209.0,1.0,11.0,324.0,80.4,1.0,-2362.0,3123.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00692,unspecified,False,00692.wav,When did Hurricane Sandy strike New York?,when did hurricane sandy straight new york,"Hurricane Sandy made landfall near Atlantic City on October 29, 2012.","October 29, 2012",False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,69,11.0,11,15,4.4,57.23,8.01,0.1429,0.1,7.0,1.0,1.0,0.0,0.0,False,0.8,mild,0.4059,0.2,0.4059,0.0,0.4286,1.0,0.0,3.0,1.0,0.4778,"{'years': ['2012'], 'quantities': ['29'], 'name_spans': ['Atlantic City', 'Hurricane Sandy'], 'atom_count': 4}",,,False,constraint violation: opener_at_most_five_words,6770.0,6919.0,234.0,240.0,24.0,1021.0,781.0,6848.0,1112.0,2402.0,264.0,264.0,1.0,22.0,322.0,93.8,1.0,2866.0,5212.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00714,unspecified,False,00714.wav,What weather factor provides little in heat relief in Houston?,what weather factor provides little in heat believe in houston,Humidity,Winds,False,False,False,0.7778,0.7778,opener_ends_with_full_stop;response_is_complete,opener_ends_with_full_stop;response_is_complete,1,1,8,1.0,1,1,0.4,-132.58,32.0,0.1,0.0492,10.0,1.0,1.0,0.0,0.0,False,0.8571,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_ends_with_full_stop, response_is_complete",7885.0,8054.0,43.0,51.0,26.0,759.0,708.0,7976.0,846.0,1708.0,98.0,98.0,1.0,3.0,326.0,69.6,1.0,2285.0,754.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00737,unspecified,False,00737.wav,How many firefighters died in the World Trade Center attack?,what type of electric current is needed for electrolysis,Electrolysis typically uses direct current (DC).,343,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,6,1,48,6.0,6,8,2.4,-10.75,16.25,1.0,0.7797,10.0,10.0,9.0,1.0,0.0,False,0.0,severe,0.3924,0.3333,0.0,-0.3924,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7699.0,7816.0,144.0,135.0,26.0,902.0,767.0,7739.0,944.0,2064.0,213.0,213.0,1.0,12.0,325.0,83.2,1.0,2419.0,3215.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00739,unspecified,False,00739.wav,Where did researchers study chimps in heavily forested regions?,what is a major reason judges years morality against crime,Judges consider past moral behavior when sentencing crimes.,Ouesso district,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,59,8.0,8,11,3.2,40.09,9.66,1.1111,0.7419,9.0,10.0,9.0,0.0,1.0,False,0.0,severe,0.1438,0.1429,0.0,-0.1438,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7188.0,7896.0,136.0,127.0,26.0,927.0,800.0,7259.0,1053.0,2184.0,200.0,200.0,1.0,11.0,325.0,80.7,1.0,1524.0,3738.0
